DateAndTime,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.05.2017 09:00,13.2,709.4,760.9,0.4,93,Wind blowing from the north-west,2,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.8,15.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",9,12.1,1,12,,,,
27.05.2017 06:00,13.2,709,760.5,-0.2,89,Wind blowing from the west,1,,,"90  or more, but not 100%",Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,13,15.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,11.4,,,,,,
27.05.2017 03:00,13.7,709.2,760.6,-0.1,86,Wind blowing from the west,2,,,50%., ,,,13.5,15.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,11.3,No precipitation,6,,,,
27.05.2017 00:00,14.8,709.3,760.5,0.7,79,Wind blowing from the west-northwest,1,,,60%., ,,,14.4,15.8,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,11.2,,,,,,
26.05.2017 21:00,15.7,708.6,759.6,-0.4,81,"Calm, no wind",0,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,11.2,17.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",15,12.5,0.3,12,,,,
26.05.2017 18:00,16.8,709,759.9,0,71,Wind blowing from the north,3,,,"90  or more, but not 100%", ,,,11.2,17.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.4,,,,,,
26.05.2017 15:00,16.4,709,759.9,0.3,80,Wind blowing from the south-east,3,,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,11.2,16.5,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,12.9,0.3,6,,,,
26.05.2017 12:00,13,708.7,760.3,,89,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,11.2,13.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,,Altostratus opacus or Nimbostratus.,,,11.2,,,,,,
26.05.2017 09:00,11.5,709,760.9,,96,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Shower(s).,Rain.,11.2,14.8,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,,Altostratus opacus or Nimbostratus.,,,10.9,,,,,,
26.05.2017 06:00,11.4,708.1,759.9,,94,Wind blowing from the west,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Shower(s).,Rain.,11.2,14.8,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,,Altostratus opacus or Nimbostratus.,,,10.5,,,,,,
26.05.2017 03:00,12.2,708.4,760,,96,"Calm, no wind",0,,,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12,14.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,,,,,11.5,,,,,,
26.05.2017 00:00,13.5,708.5,759.9,,83,"Calm, no wind",0,,,100%., ,,,13.5,14.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,,,,,10.7,,,,,,
25.05.2017 21:00,14.6,708.4,759.7,,79,Wind blowing from the east-southeast,2,,,100%., ,,,13.5,18.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,,,,,10.9,,,,,,
25.05.2017 18:00,17.8,708.6,759.2,,55,Wind blowing from the north-northwest,3,,,"90  or more, but not 100%", ,,,13.5,18.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.",,8.6,,,,,,
25.05.2017 15:00,17.8,709.3,760,-0.3,56,Wind blowing from the west-northwest,4,,,60%.,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.5,18.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,8.8,Trace of precipitation,6,,,,
25.05.2017 12:00,14.4,709.6,760.9,0.4,81,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.5,14.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,11.1,,,,,,
25.05.2017 09:00,13.7,709.2,760.6,0.2,86,Wind blowing from the north-west,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,11.5,14.5,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,11.3,0.1,12,,,,
25.05.2017 06:00,13.2,709,760.4,-0.4,94,"Calm, no wind",0,,,"90  or more, but not 100%",Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,11.5,14.5,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,12.3,,,,,,
25.05.2017 03:00,12,709.4,761.2,-0.5,96,"Calm, no wind",0,,,70 – 80%.,Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,11.5,14.5,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,11.3,Trace of precipitation,6,,,,
25.05.2017 00:00,13,709.9,761.5,0.3,91,"Calm, no wind",0,,,70 – 80%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.2,14.5,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,11.5,,,,,,
24.05.2017 21:00,14.5,709.6,760.9,-0.2,91,"Calm, no wind",0,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.6,16.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,13.1,7,12,,,,
24.05.2017 18:00,14.4,709.8,761.1,-1,93,"Calm, no wind",0,,,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.6,16.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,1000-1500,,,10,13.3,,,,,,
24.05.2017 15:00,16,710.8,761.8,-0.8,81,Wind blowing from the east,1,,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.6,16.2,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,12.8,2,6,,,,
24.05.2017 12:00,14.4,711.6,763,0.4,89,Wind blowing from the south-southeast,1,,,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.6,14.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,1000-1500,,,9,12.6,,,,,,
24.05.2017 09:00,13.2,711.2,762.9,0,84,Wind blowing from the east,1,,,100%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,12.6,16.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,1000-1500,,,9,10.6,0.1,12,,,,
24.05.2017 06:00,13.4,711.2,762.8,-0.3,91,Wind blowing from the south-southeast,1,,,70 – 80%., ,,,13,16.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,12,,,,,,
24.05.2017 03:00,14.4,711.5,763,-0.2,87,Wind blowing from the south-southeast,1,,,70 – 80%., ,,,14,16.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,12.3,No precipitation,6,,,,
24.05.2017 00:00,15,711.7,763,0.6,81,Wind blowing from the south-southeast,1,,,70 – 80%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.8,16.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.8,,,,,,
23.05.2017 21:00,16.8,711.1,762.1,0,73,Wind blowing from the south-east,2,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.7,21.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",22,11.8,Trace of precipitation,12,,,,
23.05.2017 18:00,19,711.1,761.6,-0.1,61,Wind blowing from the south-east,1,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.7,21.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.2,,,,,,
23.05.2017 15:00,21,711.2,761.5,-0.5,55,Wind blowing from the east,1,,,70 – 80%., ,,,14.7,21.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,11.5,No precipitation,6,,,,
23.05.2017 12:00,17.2,711.7,762.6,0.1,76,Wind blowing from the east,1,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.7,17.5,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,13,,,,,,
23.05.2017 09:00,14.7,711.6,763,1.1,85,"Calm, no wind",0,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,11.9,17.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,12.2,No precipitation,12,,,,
23.05.2017 06:00,13,710.5,762.1,0,89,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,12.8,17.6,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,11.2,,,,,,
23.05.2017 03:00,15.8,710.5,761.7,0,74,Wind blowing from the west,2,,,70 – 80%., ,,,15.2,17.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,11.1,No precipitation,6,,,,
23.05.2017 00:00,16.2,710.5,761.5,0.7,76,Wind blowing from the north-west,1,,,70 – 80%., ,,,15.5,17.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,11.9,,,,,,
22.05.2017 21:00,17.2,709.8,760.6,0.9,73,Wind blowing from the west,2,,,70 – 80%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,15.2,21,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,12.3,Trace of precipitation,12,,,,
22.05.2017 18:00,20.6,708.9,759,-0.2,57,Wind blowing from the west,2,,,70 – 80%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,15.2,21,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",17,11.7,,,,,,
22.05.2017 15:00,18.6,709.1,759.6,0.1,65,Wind blowing from the west-northwest,3,,,70 – 80%.,"Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,15.2,19.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,11.9,Trace of precipitation,6,,,,
22.05.2017 12:00,18.3,709,759.6,0.7,64,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,15.2,18.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,11.4,,,,,,
22.05.2017 09:00,15.2,708.3,759.4,-0.7,75,Wind blowing from the west,1,,,70 – 80%., ,,,7.8,15.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,10.8,No precipitation,12,,,,
22.05.2017 06:00,10.6,709,760.9,-0.4,88,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,7.8,14.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,8.6,,,,,,
22.05.2017 03:00,11.4,709.4,761.3,0,74,"Calm, no wind",0,,,70 – 80%., ,,,7.8,14.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,6.9,No precipitation,6,,,,
22.05.2017 00:00,9.8,709.4,761.6,1,87,"Calm, no wind",0,,,40%., ,,,9,14.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,7.8,,,,,,
